/home/scott/PycharmProjects/Conversational_Agent/att_faces/s15/5.pgm;15
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s15/10.pgm;15
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s15/7.pgm;15
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s15/9.pgm;15
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s15/4.pgm;15
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s15/3.pgm;15
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s15/8.pgm;15
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s15/6.pgm;15
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s15/1.pgm;15
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s15/2.pgm;15
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s8/5.pgm;8
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s8/10.pgm;8
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s8/7.pgm;8
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s8/9.pgm;8
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s8/4.pgm;8
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s8/3.pgm;8
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s8/8.pgm;8
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s8/6.pgm;8
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s8/1.pgm;8
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s8/2.pgm;8
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s18/face2.png;18
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s18/face1.png;18
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s18/face4.png;18
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s18/face3.png;18
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s18/face7.png;18
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s18/face6.png;18
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s18/face5.png;18
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s16/face9.png;16
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s16/face2.png;16
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s16/face1.png;16
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s16/face8.png;16
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s16/face10.png;16
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s16/face4.png;16
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s16/face3.png;16
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s16/face7.png;16
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s16/face6.png;16
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s16/face5.png;16
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s17/face9.png;17
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s17/face2.png;17
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s17/face1.png;17
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s17/face8.png;17
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s17/face10.png;17
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s17/face4.png;17
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s17/face3.png;17
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s17/face7.png;17
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s17/face6.png;17
/home/scott/PycharmProjects/Conversational_Agent/att_faces/s17/face5.png;17
